hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
117957,I found a Youtube channel filled with really amazing undiscovered music.,entertainment,yes,yes,21,CAN,f,single,n,24h,at_least_one_hour
117970,"I got a picture of another raccoon sleeping in a cubbyhole above our backyard awning, and the little guy just stretched and yawned, not bothered by me at all.",animals,yes,yes,57,USA,f,married,n,24h,all_day_im_still_feeling_it
117987,when i helped my mom in household work.,family|career,yes,yes,26,IND,m,single,n,24h,all_day_im_still_feeling_it
117989,My significant other and I are planning to watch the two latest episodes of two animes this weekend.,entertainment,yes,yes,20,USA,o,single,n,24h,all_day_im_still_feeling_it
118023,When I ran into a coworker who I hadn't seen in awhile and am fond of.,conversation,no,yes,33,USA,m,single,n,24h,a_few_minutes
118036,My son was invited to his first school birthday party.,party|family,no,yes,27,USA,m,married,y,24h,half_a_day
118037,It made me happy to eat chocolate with my girlfriend an hour ago.,romance|food,yes,yes,20,VEN,m,single,n,24h,at_least_one_hour
118041,My son learned how to open and close a particular container we have been working on for a couple of weeks.,education|family,no,yes,30,USA,f,single,y,24h,half_a_day
118043,I was able to check a new rare Pokemon on Pokemon GO.,exercise,yes,no,29,USA,m,single,n,24h,at_least_one_hour
118067,I got a new car.,shopping,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
118071,I made delicious coffee with the fresh bag of exotic Himalayan coffee that I brought back from my travel to Nepal.,vacation|food,yes,no,30,USA,m,single,n,24h,at_least_one_hour
118076,I WANT TO SHOPPING,shopping,yes,no,28,IND,f,married,n,24h,at_least_one_hour
118086,I got to leave my part time job early tonight but I will still get paid for the whole time.,career,yes,no,27,USA,f,single,n,24h,at_least_one_hour
118091,I made a tasty loaf of chocolate chip banana bread for breakfast.,food,yes,no,41,USA,m,married,y,24h,a_few_minutes
118092,"Seeing my child and wife after a long day at work, getting to catch up with both of them and relieve the stress of the day.",career|family,yes,yes,27,USA,m,married,y,24h,at_least_one_hour
118096,One of my close friend who has struggled a lot has now become a successful businessman and he shared it with me very happily.,conversation,no,yes,27,IND,m,single,n,24h,all_day_im_still_feeling_it
118103,ALL MY FRIENDS AND RELATIVES ARE CAME TO MY HOME FOR BIRTHDAY PARTY SO AT THAT TIME I FEEL HAPPY,party|family,no,yes,25,IND,m,single,n,24h,all_day_im_still_feeling_it
118104,The guy that I like was flirting with me.,romance,no,yes,26,USA,f,single,n,24h,half_a_day
118107,My husband sent flowers to my office.,romance,no,yes,52,USA,f,married,y,24h,half_a_day
118119,I went to the grocery store and found the exact product that I needed.,food|shopping,yes,no,27,USA,f,single,n,24h,at_least_one_hour
118131,I WANT TO COLLEGE,education,yes,no,28,IND,m,married,y,24h,at_least_one_hour
118150,I felt happy when I felt tired and overwhelmed by the idea of making dinner and then remembered a recent easy recipe that had been emailed to me I had all the ingredients for.,food,yes,no,39,USA,f,married,y,24h,a_few_minutes
118151,The guy I'm dating asked me to go to a wedding in September.,romance,yes,yes,27,USA,f,single,n,24h,at_least_one_hour
118154,"My husband made dinner and cleaned it up, always a happy event!",food|romance|family,yes,yes,62,USA,f,married,y,24h,at_least_one_hour
118157,MY MEMORABLE DAY IS MY SCHOOL DAYS I ENJOY A LOT WITH MY  SCHOOL FRIEND GAND 10 CLASS,education,yes,yes,22,IND,m,single,n,24h,a_few_minutes
118180,the maid came and cleaned the house and got rid of the cockroach in the bathtub.,family,no,yes,35,USA,m,single,n,24h,all_day_im_still_feeling_it
118186,I was happy when I was listening to music.,entertainment,yes,no,53,USA,f,single,n,24h,a_few_minutes
118196,I had a delicious dinner waiting for me when I got home.,food|family,no,no,37,USA,m,married,y,24h,a_few_minutes
118208,I was happy that the Cleveland Cavs won their playoff game.,entertainment,no,no,37,USA,m,single,y,24h,all_day_im_still_feeling_it
118231,Game my dog a bath :),animals,yes,yes,24,MEX,f,single,n,24h,at_least_one_hour
118233,I went to take a stroll at the mall.,shopping,yes,no,30,USA,f,single,n,24h,half_a_day
118242,I got a big order for designing clothes as I am good at it,shopping,yes,no,31,IND,f,married,y,24h,all_day_im_still_feeling_it
118245,I gave my daughter a bath and she had a lot of fun splashing in the tub.,family,yes,yes,34,USA,m,married,y,24h,at_least_one_hour
118255,I got to play with the dog at the gym.,animals,yes,yes,34,USA,f,single,n,24h,at_least_one_hour
118264,I didn't go to work today.,career|food,yes,no,50,USA,f,single,n,24h,all_day_im_still_feeling_it
118302,I went to the store and bought some oreo cookies.,shopping,yes,no,22,USA,m,single,n,24h,at_least_one_hour
118306,Going to see Bay Watch in theaters tonight with my girlfriend and having a blast.,entertainment,yes,yes,26,USA,m,married,n,24h,at_least_one_hour
118319,I made 180 dollars not including bonuses on Mechanical Turk today.,career,yes,no,25,USA,m,single,n,24h,half_a_day
118322,"When I bought take-out for dinner, the employee I talked to was very friendly.",food,yes,yes,23,CAN,m,single,n,24h,a_few_minutes
118334,When my nine year old gave me a hug.,family,no,yes,36,USA,f,divorced,y,24h,all_day_im_still_feeling_it
118348,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,m,married,y,24h,at_least_one_hour
118349,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,f,married,y,24h,at_least_one_hour
118356,"I just came back from my first year of college, and I went back to my high school to say hi to teachers and counselors; they were all very proud of me.",education,yes,yes,19,USA,m,single,n,24h,at_least_one_hour
118358,MY FRIEND MARRIAGE PARTY,party,no,yes,23,IND,m,single,n,24h,at_least_one_hour
118370,My kid got selected for the dance competition final round.,family,no,yes,31,IND,m,married,y,24h,at_least_one_hour
118382,I had a bad headache go away after I took some medication.,exercise,yes,no,62,URY,m,single,n,24h,at_least_one_hour
118387,My son fell asleep in my arms last night.,family,no,yes,26,USA,f,single,y,24h,at_least_one_hour
118390,I was commended by my boss for being a very successful salesperson last evening.,career,yes,yes,22,USA,f,single,n,24h,at_least_one_hour
118399,I started dieting yesterday.The food I ate was not that bad.I enjoyed the food and I was happy thinking that I would gain muscles.,food,yes,no,24,IND,m,single,n,24h,all_day_im_still_feeling_it
118403,MY FRIEND MARRIAGE PARTY,party,no,yes,33,IND,m,married,y,24h,at_least_one_hour
118407,I got to eat my favorite food for lunch.,food,yes,no,24,USA,f,single,n,24h,at_least_one_hour
118413,I had an interview for a job I really want.,career,yes,no,27,USA,m,single,y,24h,at_least_one_hour
118414,I met my old friends we had the old chats and all those fun moments again.,conversation,yes,yes,27,IND,m,married,y,24h,all_day_im_still_feeling_it
118450,I got a free smoothie today thanks to a fast food app I use.,food,no,no,23,USA,m,single,n,24h,half_a_day
118482,BEFORE LAST TWO WEEK MY SISTER LOST PURSE,family,no,yes,25,IND,f,single,n,24h,half_a_day
118490,first beautiful event happen in yesterday i come on my office as regularly.duty is running suddenly my hubby give me surprise to come there.he take me for lunch we both spend time together after long time.this was very beautiful happiness time.,exercise,no,yes,28,USA,f,married,y,24h,half_a_day
118517,I found out that my childhood friend got accepted into the university of his choice.,education,no,yes,26,USA,m,single,n,24h,a_few_minutes
118522,During the afternoon I made a small sale on some of my homemade goods and this was the first sale since starting up my store.,shopping,yes,no,23,USA,f,single,n,24h,at_least_one_hour
118523,I talked to my mom on the phone about her upcoming trip to visit me.,conversation,yes,yes,39,USA,f,single,n,24h,at_least_one_hour
118526,Making rice with my daughter.,family|food,yes,yes,31,USA,m,single,y,24h,at_least_one_hour
118527,I met my friends and played basketball.,entertainment,yes,yes,27,USA,m,married,y,24h,half_a_day
118541,I got to play video games online with a buddy of mine tonight.,entertainment,yes,yes,37,USA,m,married,y,24h,at_least_one_hour
118551,Fixed a phone of my brothers,technology,yes,yes,28,USA,m,single,n,24h,at_least_one_hour
118562,I started watching John Wick 2 at midnight and by 2 AM I was smiling from ear to ear.,entertainment,yes,no,30,USA,m,single,n,24h,all_day_im_still_feeling_it
118592,"Earlier in the morning I was playing a free to play mobile game on my phone in which you can summon various monsters with ranks being from 1 to 5, 5 being very very rare, and is also what I happened to receive.",entertainment|technology,yes,no,31,USA,m,single,n,24h,a_few_minutes
118600,My daughter wrote me a Birthday card and expressed feelings of why she loves and values me over and above just being Mom.,family,no,yes,NA,USA,f,divorced,y,24h,all_day_im_still_feeling_it
118606,Yesterday my son brought art pictures its too good they shown a great meaning in it,family,no,yes,27,IND,f,married,y,24h,a_few_minutes
118622,I got a few extra hours in at work today.,career,yes,yes,22,USA,m,single,n,24h,half_a_day
118631,Eating mangoes with family and friends,food|family,yes,yes,21,IND,m,single,n,24h,at_least_one_hour
118645,I studied a program to help me become more organized.,education,yes,no,53,USA,f,single,n,24h,all_day_im_still_feeling_it
118650,I ate mangoes yesterday,food,yes,no,26,IND,m,married,n,24h,a_few_minutes
118652,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,y,24h,a_few_minutes
118653,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,24h,half_a_day
118655,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,y,24h,a_few_minutes
118656,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,24h,at_least_one_hour
118657,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,24h,half_a_day
118661,I WENT TO SHOPPING,shopping,yes,no,27,IND,f,single,n,24h,at_least_one_hour
118689,I WENT TO shopping mall,shopping,yes,no,27,IND,m,single,n,24h,half_a_day
118720,"I was chatting with a woman that I really like yesterday, and it made me happy.",conversation|romance,yes,yes,32,RUS,m,single,n,24h,all_day_im_still_feeling_it
118723,I had dinner with a good friend from high school tonight.,food,yes,yes,41,USA,m,single,n,24h,at_least_one_hour
118725,"Coming home from work to find my baby daughter wide awake, allowing me to spend time with her.",family,yes,yes,30,USA,m,married,y,24h,at_least_one_hour
118752,My dog didn't poop inside last night.,animals,no,no,26,USA,m,single,n,24h,a_few_minutes
118753,I was happy when I made a tour by my motorbike,family,yes,no,54,CAN,f,divorced,y,24h,at_least_one_hour
118756,I was very happy that my Dad did not have to stay in the hospital after going to the ER.,family,yes,yes,53,USA,f,married,y,24h,all_day_im_still_feeling_it
118763,A coworker has to switch shifts with me and I got.to sleep in.,career,yes,yes,41,USA,f,single,y,24h,all_day_im_still_feeling_it
118764,After I know that my husband really loves me and he is not going to go for someone else and I am the only girl of him now and for ever.,romance,yes,yes,29,IND,f,married,y,24h,all_day_im_still_feeling_it
118795,One thing that made me happy was beating a level on diablo with my roommate last night.,entertainment|technology,yes,yes,32,USA,m,single,n,24h,a_few_minutes
118811,I grilled some sausages yesterday and they were delish,food,yes,no,32,USA,f,married,y,24h,at_least_one_hour
118824,"Having friends over at my home for a knitting night; we talked and laughed a ton, had yummy treats, and stayed up really late!",conversation|food,yes,yes,34,USA,f,married,y,24h,at_least_one_hour
118826,I was feeling yucky and blah after a crappy day at work and my boyfriend picked me up an ice cream treat last night.,romance|career,no,yes,37,USA,f,single,n,24h,at_least_one_hour
118842,I ate some cereal.,food,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
118844,My favorite podcast released on time for me to listen to at work.,career,no,no,24,USA,m,married,y,24h,half_a_day
118850,"I stayed up very late completing an assignment for my boss, but he'll be very glad it's complete.",career,yes,yes,25,USA,m,single,n,24h,a_few_minutes
118855,Had the perfect seafood lunch at our favorite restaurant with my whole family.,food|family,yes,yes,43,USA,f,married,y,24h,half_a_day
118866,"Something that made me happy in the past 24 hours was when I got home last night, my boyfriend had swept and mopped the floor in the kitchen and the hall, washed all the dishes and had dinner cooking so I could come home and relax after my stressful day.",food|romance,no,yes,22,USA,f,single,n,24h,at_least_one_hour
118869,"I came home from work and got a take away with my girlfriend, which we ate watching TV.",entertainment,yes,yes,46,GBR,m,single,n,24h,at_least_one_hour
118882,"At bedtime, my 3 year old daughter told me a story about the big bad wolf trying to blow houses down.",family,no,yes,41,USA,f,married,y,24h,all_day_im_still_feeling_it
118886,My husband and I had our last meal in our old apartment.,family|food,yes,yes,26,USA,f,married,n,24h,half_a_day
118893,"I spent an hour at the park during the sunny and ""cold"" wind day.",weather,yes,no,49,USA,m,single,n,24h,at_least_one_hour
118900,Ate a delicious dinner last night.,food,yes,no,29,USA,f,married,y,24h,at_least_one_hour
118945,I was very happy when I enjoyed a Chipotle dinner outside with my husband on a nice sunny day.,weather|food|romance,yes,no,24,USA,f,married,n,24h,at_least_one_hour
118964,I was able to sell my car for a decent amount.,shopping,yes,no,30,USA,f,married,y,24h,all_day_im_still_feeling_it
118965,Today I was woken up by my best friend with breakfast in bed,food,no,yes,22,VEN,m,single,y,24h,at_least_one_hour
118970,I found out that my sister is pregnant with her second child.,family,no,yes,27,USA,m,single,n,24h,at_least_one_hour
118973,I won money playing in a poker game.,entertainment,yes,yes,28,USA,m,single,n,24h,half_a_day
118975,"Something that made me happy in the past 24 hours was knowing I have finished packing for my trip,",vacation,yes,no,31,USA,f,single,n,24h,at_least_one_hour
118997,I was happy to see how great my yard looked after the lawn service came and mowed it.,career,no,yes,52,USA,f,single,n,24h,a_few_minutes
119005,Doing yoga within the past 24 hours made me happy.,exercise,yes,no,28,USA,f,single,n,24h,all_day_im_still_feeling_it
119020,I managed to squeeze in a good workout between work tasks.,exercise,yes,no,45,USA,m,divorced,n,24h,at_least_one_hour
119029,"I saw my niece and got to hold her and play with her, she is only like 7 months old as of now so it was cute.",family,yes,yes,35,USA,m,single,n,24h,half_a_day
119032,I realized that I still had some of my favorite food in the fridge.,food,yes,no,32,USA,m,single,n,24h,a_few_minutes
119037,I completed a mission in the video game Titanfall 2 that took many tries to beat.,entertainment,yes,no,21,CAN,m,single,n,24h,half_a_day
119040,I was asked to join a table and sit with some people that invited me.,food,no,yes,30,USA,m,married,y,24h,at_least_one_hour
119052,I had a nice pizza dinner with my wife and it was delicious,food,yes,yes,41,USA,m,married,n,24h,all_day_im_still_feeling_it
119067,I went to my daughter's friends birthday party and we celebrated in their home.,party|family,yes,yes,34,IND,f,married,y,24h,half_a_day
119080,I got to hang out with my little sister for a bit and catch up on life.,family,yes,yes,29,USA,f,married,n,24h,half_a_day
119089,I watched a movie and made buttery popcorn.,entertainment|food,yes,no,35,USA,f,single,n,24h,at_least_one_hour
119105,I went to my friends' goodbye dinner to wish then we'll on their trip to England.,vacation,yes,yes,31,USA,m,divorced,n,24h,at_least_one_hour
119107,I received a letter written from a young girl that I am helping through World Vision every single month.,vacation,yes,yes,30,USA,m,single,n,24h,at_least_one_hour
119131,I drank new artisan beers last night while hanging out with some friends,food,yes,yes,30,USA,m,single,n,24h,at_least_one_hour
119150,"I made an epic Cuban sandwich, better then any I've made in the past - those I shared it with thoroughly enjoyed it as well.",food,yes,no,31,USA,m,single,y,24h,at_least_one_hour
119151,"Tried to mix tuna, velveeta shells mac and cheese, and ritz crackers and it turned out very well.",food,yes,no,25,USA,m,single,y,24h,a_few_minutes
119159,I got a small raise at work.,career,yes,no,26,USA,m,single,n,24h,all_day_im_still_feeling_it
119166,Being told I have a chance for promotion at work.,career,no,no,25,USA,m,single,n,24h,all_day_im_still_feeling_it
119176,I finished reading a book that I enjoyed.,entertainment,yes,no,31,USA,f,married,n,24h,at_least_one_hour
119186,ate a great steak,food,yes,no,38,USA,m,married,n,24h,a_few_minutes
119189,i am very happy when i get a government job,career,yes,no,25,IND,m,single,y,24h,all_day_im_still_feeling_it
119192,I WENT TO TEMPLE,religion,yes,no,25,IND,m,single,n,24h,half_a_day
119197,I watched one of my favorite TV shows,entertainment,yes,no,54,USA,f,married,y,24h,at_least_one_hour
119206,I got a computer desk.,technology,yes,no,26,USA,m,married,y,24h,all_day_im_still_feeling_it
119208,"Payment from my job was running late by a few days, so when I finally received my direct deposit this morning I was stoked!",career,no,no,24,USA,m,single,n,24h,all_day_im_still_feeling_it
119210,I cooked a nice steak dinner that turned out perfectly.,food|family,yes,no,27,USA,m,single,n,24h,at_least_one_hour
119219,Waking up to beautiful morning.,weather,yes,no,26,USA,f,single,n,24h,all_day_im_still_feeling_it
119223,Today is my birthday and My dad present me a bike.,family,no,yes,24,IND,m,single,n,24h,all_day_im_still_feeling_it
119242,Chatted with my niece.,family|conversation,yes,yes,36,USA,f,married,n,24h,a_few_minutes
119245,Last night I dressed my chinchilla in a hat and it made me laugh at how cute she looked.,family,yes,no,29,USA,f,married,n,24h,all_day_im_still_feeling_it
119253,My friend bought me lunch,food,no,yes,27,USA,f,single,n,24h,at_least_one_hour
119254,MEET MY LOVER,romance,yes,yes,30,IND,m,single,n,24h,all_day_im_still_feeling_it
119270,My father came back from a business flight and I hadn't seen him for 2 days.,family,yes,yes,21,USA,m,single,n,24h,a_few_minutes
119272,"My husband made dinner: roasted chicken, which was delicious.",food,no,yes,30,USA,o,married,y,24h,at_least_one_hour
119293,I was extremely happy to see how many people paid tribute yesterday to my late boyfriend on the one year anniversary of his death.,romance,no,yes,48,USA,f,widowed,y,24h,all_day_im_still_feeling_it
119294,Had Mexican food with my best friend.,food,yes,yes,32,USA,f,single,n,24h,half_a_day
119299,I went to the food shelf.,food,yes,no,68,USA,f,separated,y,24h,half_a_day
119300,"I could fit in my old jeans today very easily , felt like my diet plan was pretty successful.",food,yes,no,23,IND,f,single,n,24h,all_day_im_still_feeling_it
119314,I woke up before 8AM today.,career,yes,no,33,USA,m,single,n,24h,a_few_minutes
119317,"My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy..",party|technology,no,yes,30,IND,m,married,y,24h,a_few_minutes
119318,"I found a lower price for a car rental I was going to book, for the same car.",shopping,yes,no,25,USA,m,single,n,24h,at_least_one_hour
119322,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,31,IND,f,married,y,24h,half_a_day
119323,I bought a new car for my  father.,shopping,yes,yes,29,IND,m,married,y,24h,all_day_im_still_feeling_it
119327,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,f,married,y,24h,half_a_day
119329,Today my dad was really happy when my wife take care of my parents whole heartly and my parents wish me for bringing good daughter in law to our home this made me fill happy,family,no,yes,27,IND,m,married,n,24h,all_day_im_still_feeling_it
119331,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,m,married,y,24h,half_a_day
119332,MY FRIEND BIRTHDAY,party,no,yes,21,IND,f,single,n,24h,half_a_day
119339,"I WENT MY BROTHER'S MARRIAGE AND ALL MY RELATIONS JOINT TOGETHER ,THAT MOMENT WAS VERY JOYFUL.",family|party,yes,yes,22,IND,f,single,n,24h,at_least_one_hour
119359,My family bought pizza and wings for dinner.,food|family,no,yes,19,USA,f,single,n,24h,a_few_minutes
119373,I had dinner.,food,yes,no,26,USA,m,single,n,24h,a_few_minutes
119400,"I heard a friend's dog is doing better, she had a slipped disc in her neck and is happy again after her recovery.",animals,yes,yes,34,USA,m,divorced,n,24h,half_a_day
119407,I am very happy in my collage friends see today,education,no,yes,32,USA,m,married,y,24h,NA
119412,I got steak nachos for dinner today!,food,yes,no,27,USA,m,single,y,24h,a_few_minutes
119415,joing in degree,education,no,no,26,IND,f,married,n,24h,a_few_minutes
119430,Yesterday visited local temple,religion,yes,no,32,IND,m,married,y,24h,a_few_minutes
119466,An event that made me happy today was taking my family to the Magic Kingdom for the first time Today.,family,yes,yes,40,USA,f,married,y,24h,all_day_im_still_feeling_it
119468,I talked to a friend I haven't talked to in years.,conversation,yes,yes,30,USA,f,single,y,24h,at_least_one_hour
119487,Received positive feedback on a story I submitted to my writing group.,education,no,yes,59,USA,m,married,y,24h,all_day_im_still_feeling_it
119490,My youngest son made silly faces and sounds while laying on the ground.,family,no,yes,38,USA,m,married,y,24h,a_few_minutes
119494,A friend invited me to his wedding party.,party,no,yes,29,VNM,m,single,n,24h,a_few_minutes
119495,"This day marked one of the biggest honorable achievements of my life,because of i am top ranker of my college.",education,no,no,32,IND,m,married,n,24h,half_a_day
119517,I tried my new internet only bank ATM card and it worked perfectly.,shopping,yes,no,52,USA,m,single,n,24h,at_least_one_hour
119519,MY FAMILY VISITED TO ARIYAMAN BEACH NEAR RAMANATHAPURAM,vacation,yes,yes,26,IND,m,married,y,24h,all_day_im_still_feeling_it
119529,MY FAMILY VISITED TO ARIYAMAN BEACH NEAR RAMANATHAPURAM,vacation,yes,yes,23,IND,f,married,n,24h,all_day_im_still_feeling_it
119544,My lower back pain went away after I used one of those stick-on pain patches.,exercise,yes,no,35,USA,f,single,n,24h,half_a_day
119550,Found a few water bottles from the tour of California,vacation,yes,no,28,USA,m,single,n,24h,all_day_im_still_feeling_it
119557,I MET MY SCHOOL CLOSE  FRIEND AT TEMPLE WE BOTH WERE SO HAPPY,party,yes,yes,24,IND,m,married,y,24h,at_least_one_hour
119558,Eating tacos when I was really hungry.,food,yes,no,21,USA,m,single,n,24h,a_few_minutes
119598,Evening went outside with family member's to watch a movie.,entertainment,yes,yes,36,IND,m,married,y,24h,half_a_day
119601,I binged some anime with a good friend of mine.,entertainment,yes,yes,22,USA,m,single,n,24h,at_least_one_hour
119606,"My girlfriend wrote me that tomorrow night we are going to the sea, and I'm really excited about that.",romance|conversation,no,yes,19,ITA,m,single,n,24h,all_day_im_still_feeling_it
119614,I had Mexican food for dinner.,food,yes,no,24,USA,m,single,n,24h,at_least_one_hour
119641,i made chicken cury,food,yes,no,30,IND,m,single,y,24h,half_a_day
119654,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,y,24h,half_a_day
119659,I WENT TO COLLEGE.,education,yes,no,23,IND,f,single,n,24h,half_a_day
119667,I COOKED THE VARIETY OF DISHES FOR MY FAMILY MEMBERS,family|food,yes,yes,28,IND,m,married,n,24h,at_least_one_hour
119670,I WENT TO COLLEGE.,education,yes,no,28,IND,m,married,y,24h,half_a_day
119677,My coworker treated me to coffee this morning and that really brightened up my day.,career|food,no,yes,30,MAC,o,married,y,24h,half_a_day
119686,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,24h,at_least_one_hour
119687,I got to watch the season finale of Survivor and it was a good episode.,entertainment,yes,no,32,USA,m,married,y,24h,at_least_one_hour
119688,I WENT TO TEMPLE,religion,yes,no,27,IND,m,single,n,24h,at_least_one_hour
119691,When I decided not to visit a sweet shop anymore as the owner misbehaved finding perhaps that I am too dependent on his shop.,shopping,yes,yes,42,IND,m,single,n,24h,a_few_minutes
119695,today morning we are playing badminton that time i really happy,entertainment,yes,yes,29,IND,m,married,y,24h,at_least_one_hour
119703,I managed to find some time to go to dinner with my family after it had been some time since the last time we managed to have dinner together.,food|family,yes,yes,25,USA,m,single,n,24h,half_a_day
119709,I ate Chicken Parmesan sandwich which was very delicious,food,yes,no,41,USA,m,married,y,24h,at_least_one_hour
119713,My wife and I ate out and enjoyed a nice meal together.,food,yes,yes,39,USA,m,married,n,24h,at_least_one_hour
119717,I went to watch a movie at the theater that I have been wanting to see and loved it!,entertainment,yes,no,42,USA,m,single,n,24h,at_least_one_hour
119718,"Usually it's me that puts the clothes out to dry, but this time my gf helped me out, I was glad about it, because I hate doing housework!",family,no,yes,33,PRT,m,married,n,24h,a_few_minutes
119723,Finishing a work project 2 weeks early,career,yes,no,29,USA,m,married,y,24h,all_day_im_still_feeling_it
119728,I made myself a good dinner of pad thai tofu stir fry.,food,yes,no,27,USA,f,single,n,24h,at_least_one_hour
119737,The conversation between me and mine girlfriend started again after a breakup.,conversation|romance,yes,yes,21,IND,m,single,y,24h,all_day_im_still_feeling_it
119740,I talked to my son yesterday and I'm going to help he and his wife shop for baby furniture on Saturday.,family|shopping,yes,yes,51,USA,f,single,y,24h,all_day_im_still_feeling_it
119758,"My wife made me my favorite breakfast, apple cinnamon pancakes with bacon for sides.",food|family,no,yes,24,USA,m,single,n,24h,at_least_one_hour
119761,I was early to work.,career,yes,no,29,USA,m,divorced,n,24h,a_few_minutes
119763,I came to know that one of my articles has been selected by a magazine and they are going to publish it in their next edition.,education,yes,no,29,IND,f,married,y,24h,all_day_im_still_feeling_it
119774,I took my cat to the vet for his annual check up and he was pronounced fit and healthy with no problems.,animals,yes,yes,44,USA,m,married,y,24h,half_a_day
119786,I made a new recipe that turned out really great.,food,yes,no,65,USA,f,widowed,y,24h,half_a_day
119788,An item I bought from China that I've been waiting for in the mail was just scanned in my home state.,shopping,yes,no,30,USA,f,single,n,24h,a_few_minutes
119790,My son found a job after looking for months.,career,no,yes,40,USA,f,single,y,24h,half_a_day
119822,I liked my dinner.,food,no,no,36,USA,m,single,n,24h,at_least_one_hour
119838,I got my one bag packed all ready for my plane trip now at last.,vacation,yes,no,53,USA,f,single,n,24h,half_a_day
119843,Me and my wife watched an animated movie together.,entertainment|family,yes,yes,24,USA,m,married,y,24h,at_least_one_hour
119852,I found 2 shirts I liked on clearance at Old Navy.,shopping,yes,no,48,USA,f,married,y,24h,at_least_one_hour
119854,I finished an excellent crime novel last night.,entertainment,yes,no,43,USA,f,married,y,24h,at_least_one_hour
119882,I started reading the Great Gatsby and it is terrific.,entertainment,yes,no,24,USA,m,single,n,24h,at_least_one_hour
119894,"For the first time in a full sentence, my three year old looked at my husband and I and said ""I love you very much, mama, dada.""",family,no,yes,28,USA,f,married,y,24h,all_day_im_still_feeling_it
119902,Getting breakfast from my workmate.,food,no,yes,34,TTO,m,single,y,24h,at_least_one_hour
119915,My cousin sent me a text to tell me that he bought a new car.,family|shopping,no,yes,39,USA,m,single,n,24h,at_least_one_hour
119938,I made really tasty tacos last night and i am not normally a very good cook,food,yes,no,26,USA,f,single,n,24h,a_few_minutes
119946,Im got to see friends for lunch,food,yes,yes,25,USA,m,married,n,24h,at_least_one_hour
119950,"I was thoroughly amused by the Pope's gift of his encyclical on global warming to the president, a man who neither reads regularly nor understands scientific concepts like climate change.",weather,no,yes,29,USA,f,married,n,24h,half_a_day
119957,Saw a great vintage movie with my girlfriend while eating some delicious popcorn.,food|romance|entertainment,yes,yes,25,VEN,m,single,n,24h,at_least_one_hour
119964,"I had my favorite type of breakfast, french toast with honey and powdered sugar.",food,yes,no,22,VEN,m,single,y,24h,at_least_one_hour
119976,I eat hot dogs for dinner last night,food,yes,no,35,DOM,m,married,n,24h,at_least_one_hour
119977,My friend came over and we talked about a game for a few hours,conversation,yes,yes,22,USA,f,married,n,24h,half_a_day
120004,Listening to music made me happy.,entertainment,yes,no,28,USA,f,single,n,24h,half_a_day
120032,Made a fresh coffee.,food,no,no,34,USA,m,married,y,24h,half_a_day
120035,My cousin's birthday is tomorrow and I got a gift I know she will really like.,party,yes,yes,24,USA,m,single,n,24h,at_least_one_hour
120037,Got to pick up my daughter and play with her outside for a bit before dinner.,family|food,yes,yes,33,USA,m,widowed,y,24h,at_least_one_hour
120038,I saw this hit come up on MTurk again.,career,yes,no,35,USA,m,single,n,24h,a_few_minutes
120039,I was publicly thanked at church last night.,religion,yes,yes,30,USA,m,married,y,24h,all_day_im_still_feeling_it
120069,"today morning i ate very delicious dosas,  i liked it very much, which makes me happy.",food,yes,no,37,IND,f,married,n,24h,all_day_im_still_feeling_it
120074,My 9 month old daughter slept through the night without waking up or crying.,family,no,yes,32,USA,m,married,y,24h,half_a_day
120086,"We've had rain all week, and last night it finally stopped and I was able to go on a nice, long walk to destress.",exercise|weather,no,no,29,USA,m,single,y,24h,all_day_im_still_feeling_it
120095,I had my favorite dish and it was so tasty.,food,yes,no,28,IND,f,married,y,24h,at_least_one_hour
120100,When I went out for a hike yesterday I saw an animal that is pretty rare for my region.,animals,yes,no,23,USA,m,single,n,24h,at_least_one_hour
120111,Having a good sales day at work made me happy.,career,no,no,37,USA,f,married,y,24h,at_least_one_hour
120147,I sat at the table with my kids and we created crafts together.,family,yes,yes,42,USA,f,married,y,24h,at_least_one_hour
120149,Yesterday I met up with friends and acquaintances for a happy hour which I normally cannot attend due to work hours.,career|conversation,yes,yes,31,USA,m,single,y,24h,at_least_one_hour
