"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
31952,"I started working out regularly and I can feel the difference.","exercise","yes","no","59","IND","m","married","y","24h","at_least_one_hour"
31971,"My cousin brother got awarded for his shortfilm","family","no","yes","23","IND","m","single","n","24h","a_few_moment"
31989,"During a recent staff meeting at the office, I was awarded with a 10 year plaque of service.","career","no","yes","35","USA","m","married","n","24h","at_least_one_hour"
32007,"I was able to help a client today and I felt very proud, useful, and happy - especially because my depression has been making me feel really useless lately.","career","yes","yes","30","USA","f","single","n","24h","all_day_im_still_feeling_it"
32020,"Last month, I Went out for dinner with my family to a big restaurant and it was a happy moment","food|family","yes","yes","27","IND","m","married","y","24h","all_day_im_still_feeling_it"
32042,"Past month my cousin got a visa for US and I'm going to fly along with her to US as I already have a visa for US for vacation","vacation","yes","yes","35","IND","f","single","n","24h","all_day_im_still_feeling_it"
32065,"Last month my son got his first trophy in the tennis match and i was very happy and he was very excited to see me his trophy and i took him out for dinner and spend the evening happily with him.","family|food","no","yes","36","IND","m","married","y","24h","all_day_im_still_feeling_it"
32070,"My work colleague gave me the news that I was promoted to a higher rank.","career","yes","yes","29","USA","m","married","n","24h","all_day_im_still_feeling_it"
32071,"I went to a conference where I got to meet a lot of new people and strengthen the bonds I had with my existing friends.","career|conversation","yes","yes","20","USA","m","single","n","24h","half_a_day"
32098,"myself and my friend had candle light dinner","food","yes","yes","31","IND","m","married","y","24h","at_least_one_hour"
32103,"went on a holiday for 3 days with my family","family|vacation","yes","yes","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
32110,"my happiest moment last month was getting from master degree in Anna university","education|career","yes","no","25","IND","m","single","n","24h","half_a_day"
32127,"Taking a long drive on a clam road with my parents on last month that makes me very happy with my family members.","family","yes","yes","22","IND","f","single","n","24h","half_a_day"
32156,"Annual salary hike and bonus last month.","career","no","no","32","IND","m","single","n","24h","all_day_im_still_feeling_it"
32163,"Going out to a famous disco and listen to one of the best dj's in the world.","entertainment","yes","yes","33","PRT","m","married","n","24h","half_a_day"
32186,"I was told by my boss that I was up for a promotion this month.","career","yes","yes","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
32191,"I purchased a new Washing Machine to wash my clothes.","shopping","yes","no","31","IND","m","single","n","24h","all_day_im_still_feeling_it"
32201,"I lost 10 pounds, and that made me feel happy and accomplished.","exercise","yes","no","50","USA","f","single","n","24h","all_day_im_still_feeling_it"
32208,"My toddler started sleeping through the night in their own bed.","family","no","yes","28","USA","f","married","y","24h","all_day_im_still_feeling_it"
32210,"we named our first child","family","yes","yes","25","IND","m","married","y","24h","all_day_im_still_feeling_it"
32268,"Visiting with family over the weekend made me happy.","vacation","yes","yes","36","USA","f","single","n","24h","half_a_day"
32285,"My family and I laughed while we were eating dinner the other night.","food","yes","yes","46","USA","m","married","y","24h","a_few_moment"
32307,"Hearing that I would get a job interview.","career","no","no","19","USA","m","single","n","24h","at_least_one_hour"
32308,"i buy a fire tv for my new 4k tv","entertainment","yes","no","35","DOM","m","married","n","24h","half_a_day"
32314,"When I was able to watch my favorite soccer team win their match.","entertainment","yes","no","68","USA","m","married","y","24h","a_few_moment"
32317,"I found a restaurant serving my favorite food that I was longing for days, it happened suddenly giving me a good surprise.","food","yes","no","45","IND","m","married","y","24h","at_least_one_hour"
32320,"I was happy when I learned that a family member did not have a serious illness.","family","no","yes","52","USA","f","married","y","24h","all_day_im_still_feeling_it"
32335,"I went to an art gallery, which I've never done before.","entertainment","yes","no","28","USA","m","single","n","24h","at_least_one_hour"
32347,"What made me happy this month is finding out about a new job offer.","career","no","no","24","USA","f","single","n","24h","all_day_im_still_feeling_it"
32363,"My best friend put her name down to volunteer at a pancake breakfast with me in May.","food|party","no","yes","19","USA","f","single","n","24h","all_day_im_still_feeling_it"
32378,"I got the chance to see my dad and stepmom, who I haven't really talked to that much in years, a couple of weeks ago, and it feels good to be rekindling that relationship.","family|romance|conversation","no","yes","27","USA","f","single","n","24h","all_day_im_still_feeling_it"
32399,"To be able to buy a team that my daughter needed.","family","yes","yes","35","USA","f","married","y","24h","all_day_im_still_feeling_it"
32430,"My cousin came to visit from out-of-state.","family","no","yes","35","USA","f","married","n","24h","half_a_day"
32439,"my daughter wins the scholarship exam conducted by the school with high marks only 3 children qualified for the scholarship i felt so happy and proud","education|family","no","yes","29","IND","f","married","y","24h",NA
32454,"I got some really cute shoes Monday.","shopping","yes","no","33","USA","f","married","y","24h","half_a_day"
32459,"My son completed his homework.","family|education","no","yes","30","USA","f","married","y","24h","half_a_day"
32461,"Having the opportunity to be at home by myself for a few hours.","career","no","no","44","USA","f","married","y","24h","at_least_one_hour"
32462,"A friend from high school posted an online message,saying that she loved me.","education","no","yes","57","USA","f","single","y","24h","all_day_im_still_feeling_it"
32467,"Learning to make a new object in a 3D modeling program.","education","yes","no","23","USA","f","single","n","24h","half_a_day"
32487,"My wife and I received news that we would be getting money back this year on our taxes, which is most unexpected, and we are thrilled.","family","no","yes","54","USA","m","married","n","24h","all_day_im_still_feeling_it"
32495,"A shirt that I ordered came in the mail.","shopping","no","no","37","USA","f","single","n","24h","at_least_one_hour"
32502,"I went to the movies to see Get Out with my friends.","entertainment","yes","yes","35.0","USA","m","single","n","24h","half_a_day"
32512,"I was able to lose a few pounds I'd been carrying.","exercise","yes","no","32","USA","f","married","y","24h","half_a_day"
32514,"I am blessed with a baby girl","family","no","yes","32.0","IND","m","married","y","24h","all_day_im_still_feeling_it"
