hmid,agency,social
10178,yes,yes
10179,no,no
10180,no,yes
10181,no,yes
10182,no,yes
10183,yes,yes
10184,yes,yes
10185,yes,no
10186,yes,yes
10187,no,yes
10188,no,yes
10189,yes,yes
10190,yes,no
10191,yes,no
10193,yes,yes
10197,yes,no
10198,no,yes
10199,no,yes
10200,no,yes
10201,no,no
10202,yes,yes
10207,yes,no
10209,no,yes
10210,no,yes
10211,yes,yes
10212,yes,yes
10213,yes,no
10214,yes,yes
10215,no,yes
10216,no,yes
10217,no,yes
10218,yes,no
10219,yes,yes
10220,no,yes
10221,no,yes
10222,yes,no
10225,no,yes
10226,no,no
10228,no,yes
10229,yes,no
10230,yes,no
10231,yes,yes
10232,yes,yes
10233,yes,yes
10234,yes,yes
10235,yes,no
10241,yes,no
10244,yes,yes
10245,no,yes
10246,yes,no
10247,yes,no
10249,no,yes
10250,yes,no
10251,yes,no
10252,yes,no
10253,yes,yes
10255,no,yes
10256,yes,yes
10257,yes,no
10260,yes,yes
10261,no,yes
10262,yes,yes
10264,no,yes
10265,no,no
10266,yes,yes
10267,no,yes
10268,no,yes
10269,yes,no
10271,yes,yes
10275,yes,no
10276,no,yes
10277,yes,no
10281,yes,no
10282,yes,yes
10283,yes,no
10284,yes,yes
10285,no,yes
10286,yes,yes
10287,yes,no
10288,yes,no
10289,no,no
10290,yes,yes
10291,yes,yes
10292,yes,yes
10293,yes,yes
10296,no,no
10297,yes,no
10298,no,no
10299,yes,no
10300,yes,yes
10301,yes,no
10302,yes,no
10303,yes,no
10304,yes,no
10305,yes,no
10306,yes,yes
10307,yes,no
10308,yes,yes
10309,yes,yes
10310,yes,yes
10314,yes,no
10315,yes,no
10316,yes,no
10317,no,yes
10318,yes,yes
10319,yes,no
10320,yes,yes
10323,no,yes
10324,yes,no
10325,no,yes
10326,yes,yes
10327,yes,yes
10328,yes,no
10330,yes,yes
10331,yes,yes
10333,yes,yes
10334,yes,no
10335,no,yes
10336,yes,no
10337,yes,no
10341,no,yes
10342,yes,no
10343,yes,yes
10347,no,yes
10348,yes,no
10349,yes,yes
10350,yes,no
10351,yes,yes
10352,yes,no
10353,yes,yes
10354,yes,yes
10355,yes,yes
10356,yes,yes
10357,yes,yes
10358,yes,yes
10359,yes,no
10360,yes,no
10361,yes,yes
10362,yes,no
10363,no,yes
10364,no,no
10365,no,yes
10366,no,yes
10367,yes,no
10368,yes,no
10369,yes,no
10370,no,no
10371,yes,yes
10372,yes,no
10373,yes,yes
10376,no,no
10378,yes,no
10379,yes,yes
10380,yes,no
10381,yes,yes
10382,yes,yes
10387,yes,no
10388,no,no
10389,no,yes
10390,yes,no
10391,yes,no
10393,no,yes
10395,no,yes
10398,yes,yes
10399,no,yes
10400,yes,no
10404,yes,yes
10405,no,yes
10406,yes,no
10410,yes,yes
10411,yes,no
10412,yes,no
10413,no,yes
10414,yes,no
10415,yes,no
10416,yes,yes
10417,yes,yes
10418,yes,no
10422,yes,yes
10423,yes,yes
10425,yes,no
10426,yes,no
10427,yes,no
10428,yes,yes
10429,yes,no
10430,yes,no
10436,yes,no
10439,no,yes
10440,yes,no
10441,no,yes
10442,no,yes
10443,yes,yes
10444,yes,yes
10445,no,yes
10446,yes,no
10447,yes,no
10448,yes,no
10449,yes,no
10450,yes,yes
10451,yes,no
10452,yes,yes
10453,yes,yes
10454,yes,yes
10455,no,yes
10456,no,no
10457,no,yes
10458,no,yes
10459,yes,yes
10460,yes,no
10467,yes,no
10468,yes,no
10469,yes,no
10472,yes,yes
10473,no,no
10474,yes,no
10475,yes,no
10476,yes,yes
10477,yes,no
10478,yes,yes
10480,yes,no
10481,yes,yes
10482,no,yes
10483,yes,no
10484,yes,yes
10485,yes,no
10486,yes,yes
10487,yes,no
10488,yes,no
10489,yes,no
10491,no,yes
10492,no,yes
10493,yes,no
10494,yes,no
10495,yes,no
10496,no,yes
10497,no,yes
10499,yes,no
10500,no,yes
10501,yes,yes
10502,no,yes
10503,no,yes
10504,yes,yes
10505,no,yes
10511,yes,no
10513,yes,yes
10514,yes,no
10515,yes,yes
10516,yes,no
10517,no,yes
10518,yes,yes
10519,no,yes
10520,yes,no
10525,yes,yes
10526,yes,yes
10527,yes,no
10528,yes,no
10529,yes,no
10530,yes,yes
10531,yes,yes
10532,yes,yes
10533,yes,yes
10534,yes,no
10535,no,yes
10536,yes,yes
10537,yes,yes
10538,no,yes
10545,yes,no
10546,yes,yes
10547,yes,no
10548,yes,no
10549,yes,no
10550,no,no
10557,yes,yes
10558,no,yes
10565,yes,yes
10566,no,no
10567,no,yes
10568,yes,no
10572,no,no
10573,yes,no
10574,yes,no
10575,yes,yes
10576,yes,no
10577,yes,yes
10581,yes,yes
10582,no,yes
10583,yes,no
10584,no,yes
10585,yes,no
10586,yes,yes
10587,yes,no
10588,yes,no
10589,yes,yes
10590,no,yes
10591,yes,yes
10592,yes,yes
10593,yes,yes
10594,no,yes
10596,yes,no
10597,yes,yes
10602,yes,no
10603,no,yes
10604,yes,no
10611,yes,no
10612,no,yes
10613,yes,yes
10614,no,yes
10615,yes,no
10616,yes,no
10617,yes,yes
10619,yes,no
10620,yes,yes
10621,yes,yes
10622,yes,no
10623,yes,yes
10624,yes,no
10625,yes,yes
10626,no,yes
10632,no,yes
10633,no,yes
10634,no,yes
10635,yes,no
10636,yes,no
10637,no,yes
10645,yes,no
10647,yes,no
10648,yes,no
10649,yes,no
10650,yes,yes
10651,yes,yes
10652,yes,yes
10653,no,yes
10659,yes,yes
10660,yes,yes
10661,yes,yes
10662,yes,no
10663,yes,no
10664,yes,yes
10665,yes,no
10666,yes,no
10667,no,yes
10668,yes,no
10669,yes,no
10670,yes,no
10672,yes,no
10673,yes,no
10676,yes,no
10679,yes,no
10680,yes,no
10681,yes,no
10682,yes,no
10683,yes,no
10684,no,yes
10685,no,yes
10686,yes,no
10687,yes,no
10688,yes,no
10689,no,yes
10690,yes,no
10691,yes,no
10692,yes,no
10693,yes,yes
10694,yes,no
10695,yes,no
10696,yes,yes
10698,yes,yes
10699,no,yes
10700,no,yes
10701,yes,no
10702,no,yes
10703,no,yes
10704,yes,yes
10705,no,yes
10706,yes,yes
10707,yes,no
10708,yes,no
10709,yes,no
10713,yes,no
10714,yes,no
10715,yes,yes
10719,yes,no
10720,no,no
10721,yes,no
10725,yes,yes
10726,yes,no
10727,yes,yes
10728,no,yes
10729,no,yes
10730,no,yes
10731,no,yes
10732,yes,yes
10733,yes,no
10734,yes,yes
10735,yes,yes
10736,yes,no
10737,yes,no
10738,yes,yes
10740,yes,no
10741,no,yes
10742,yes,yes
10743,no,yes
10744,no,no
10745,yes,no
10746,yes,no
10747,yes,no
10748,yes,no
10756,yes,no
10757,no,yes
10758,no,yes
10759,no,yes
10760,yes,yes
10761,yes,no
10762,no,yes
10763,yes,yes
10765,yes,no
10766,yes,yes
10767,no,yes
10768,yes,no
10769,yes,yes
10770,yes,yes
10771,yes,no
10772,no,yes
10776,yes,yes
10777,yes,no
10778,yes,yes
10779,no,yes
10780,no,yes
10781,no,no
10782,yes,yes
10783,yes,yes
10784,yes,no
10785,yes,no
10786,yes,no
10787,yes,no
10788,no,yes
10789,no,yes
10790,yes,no
10791,yes,yes
10794,yes,no
10795,yes,yes
10796,yes,no
10803,no,yes
10804,yes,no
10805,yes,no
10806,no,yes
10807,no,yes
10808,no,yes
10809,yes,no
10810,yes,no
10811,yes,yes
10814,yes,no
10815,yes,yes
10818,yes,yes
10819,yes,yes
10820,yes,yes
10821,no,yes
10822,yes,no
10823,no,yes
10833,yes,no
10834,yes,yes
10835,yes,no
10836,no,yes
10837,no,yes
10838,no,yes
10842,no,yes
10843,yes,no
10844,yes,no
10845,no,yes
10846,yes,yes
10847,yes,no
10848,yes,yes
10849,yes,yes
10850,yes,yes
10851,no,yes
10852,yes,yes
10853,yes,no
10854,no,yes
10855,yes,yes
10856,yes,yes
10857,yes,yes
10858,no,yes
10859,yes,no
10860,no,yes
10861,yes,yes
10862,no,yes
10863,yes,no
10864,no,yes
10865,yes,no
10866,no,yes
10867,yes,yes
10868,yes,yes
10870,yes,no
10872,no,yes
10873,yes,no
10874,no,yes
10875,yes,yes
10876,yes,no
10877,yes,no
10878,no,yes
10879,yes,no
10880,yes,no
10881,no,yes
10882,no,yes
10883,no,yes
10884,yes,yes
10885,no,yes
10886,no,yes
10887,no,yes
10888,yes,no
10889,yes,yes
10891,yes,yes
10892,yes,yes
10893,yes,yes
10894,no,yes
10895,yes,no
10899,yes,yes
10903,yes,yes
10904,yes,yes
10905,yes,yes
10906,yes,yes
10907,yes,yes
10908,no,yes
10909,yes,yes
10910,yes,yes
10914,no,yes
10915,yes,yes
10917,no,yes
10918,no,yes
10919,yes,yes
10920,no,yes
10924,no,yes
10925,no,yes
10926,no,yes
10927,no,no
10928,no,yes
10935,yes,no
10936,yes,no
10937,yes,no
10941,yes,yes
10943,yes,no
10944,no,no
10945,no,yes
10946,yes,no
10947,yes,yes
10948,yes,no
10949,yes,yes
10950,yes,yes
10951,yes,yes
10952,yes,no
10953,no,yes
10954,yes,no
10955,yes,yes
10959,no,yes
10960,yes,yes
10961,no,yes
10962,no,yes
10963,no,yes
10964,no,yes
10965,yes,yes
10966,yes,no
10967,yes,yes
10968,yes,no
10969,yes,no
10970,yes,no
10971,yes,no
10972,no,no
10973,no,yes
10974,yes,no
10975,yes,no
10976,yes,yes
10979,yes,no
10980,yes,yes
10981,no,yes
10982,no,yes
10986,yes,no
10987,yes,yes
10988,no,yes
10989,yes,yes
10990,yes,no
10991,yes,no
10993,no,yes
10995,yes,yes
10996,yes,no
10997,yes,yes
11001,yes,yes
11002,yes,no
11003,yes,yes
11004,yes,yes
11005,no,yes
11008,yes,no
11009,no,yes
11010,no,yes
11011,yes,no
11012,yes,no
11017,yes,yes
11018,yes,yes
11019,yes,no
11020,yes,no
11021,yes,yes
11022,no,yes
11023,yes,yes
11024,yes,no
11025,yes,yes
11026,yes,yes
11027,yes,no
11028,no,yes
11029,no,yes
11030,yes,yes
11034,no,yes
11040,yes,no
11041,yes,no
11042,yes,no
11043,yes,no
11044,yes,no
11045,yes,no
11046,no,yes
11047,yes,no
11048,yes,yes
11053,no,yes
11054,no,yes
11058,yes,yes
11059,no,yes
11060,yes,yes
11061,yes,yes
11062,yes,yes
11063,yes,yes
11064,yes,no
11065,yes,no
11066,yes,no
11067,no,yes
11068,yes,no
11069,no,yes
11070,yes,yes
11071,no,yes
11075,yes,yes
11079,yes,yes
11080,yes,yes
11081,yes,no
11082,yes,yes
11083,yes,no
11084,yes,yes
11085,yes,no
11086,yes,no
11087,yes,no
11088,no,yes
11090,no,no
11091,yes,no
11092,yes,no
11093,no,yes
11100,no,yes
11101,yes,yes
11102,yes,yes
11103,yes,no
11104,yes,no
11105,yes,yes
11106,yes,no
11107,no,yes
11108,yes,no
11109,yes,yes
11110,yes,yes
11111,yes,no
11112,yes,no
11113,yes,yes
11115,yes,yes
11116,no,yes
11117,no,yes
11118,no,yes
11119,no,no
11120,no,yes
11121,yes,no
11122,no,yes
11123,no,yes
11128,yes,yes
11129,no,yes
11131,yes,no
11132,yes,yes
11134,yes,no
11136,yes,yes
11138,yes,no
11140,yes,yes
11142,no,yes
11143,yes,yes
11144,yes,yes
11145,yes,yes
11146,yes,yes
11147,yes,no
11148,yes,no
11149,yes,yes
11150,yes,no
11151,yes,yes
11154,yes,no
11155,yes,no
11156,yes,no
11159,yes,no
11160,no,yes
11161,yes,no
11162,no,yes
11163,yes,yes
11164,no,yes
11165,yes,no
11166,yes,yes
11167,yes,no
11168,yes,no
11169,yes,yes
11170,yes,no
11171,yes,yes
11172,no,yes
11173,yes,no
11174,no,yes
11176,yes,no
11177,yes,yes
11178,yes,no
11179,yes,no
11180,yes,yes
11181,yes,yes
11183,yes,no
11185,yes,yes
11186,yes,no
11187,yes,yes
11188,no,yes
11189,yes,no
11190,yes,no
11191,yes,no
11192,yes,no
11195,yes,no
11196,no,yes
11197,no,yes
11198,yes,yes
11202,yes,no
11203,yes,no
11204,yes,yes
11208,yes,no
11210,yes,no
11211,yes,yes
11212,yes,no
11213,yes,no
11215,yes,yes
11216,yes,no
11217,yes,no
11218,yes,yes
11219,yes,no
11223,no,yes
11224,yes,yes
11225,yes,yes
11226,no,yes
11227,yes,yes
11228,yes,no
11229,yes,no
11230,no,yes
11231,yes,yes
11232,no,yes
11233,no,yes
11234,yes,yes
11238,yes,yes
11239,yes,no
11240,yes,yes
11241,no,no
11242,yes,yes
11243,yes,no
11247,yes,no
11248,yes,yes
11249,yes,yes
11250,yes,no
11252,yes,yes
11253,yes,no
11254,yes,no
11255,yes,yes
11256,yes,no
11257,yes,yes
11258,yes,yes
11259,yes,no
11260,yes,no
11261,yes,yes
11262,yes,no
11263,no,yes
11264,yes,no
11265,no,yes
11274,yes,no
11275,no,yes
11276,no,yes
11277,no,yes
11278,no,yes
11279,no,yes
11280,yes,yes
11281,yes,no
11282,yes,no
11283,yes,no
11284,yes,no
11285,yes,no
11286,yes,no
11287,yes,yes
11288,yes,yes
11289,no,no
11290,no,yes
11291,no,yes
11292,no,yes
11293,yes,yes
11294,yes,yes
11295,no,yes
11296,no,yes
11297,no,yes
11298,yes,no
11299,yes,no
11300,yes,no
11301,yes,no
11304,yes,no
11305,yes,no
11306,yes,yes
11307,yes,yes
11308,yes,yes
11309,yes,yes
11313,no,yes
11314,yes,no
11315,yes,no
11316,yes,yes
11317,yes,yes
11318,no,yes
11319,yes,no
11320,yes,no
11321,yes,no
11322,yes,no
11323,yes,yes
11324,yes,no
11325,yes,yes
11326,no,no
11327,no,yes
11328,yes,no
11329,yes,no
11330,yes,no
11331,yes,no
11332,yes,yes
11333,no,yes
11334,yes,yes
11335,yes,yes
11336,yes,no
11337,no,yes
11338,yes,yes
11339,no,yes
11340,yes,yes
11341,yes,yes
11342,yes,no
11344,yes,yes
11346,no,yes
11347,no,yes
11348,no,yes
11349,no,yes
11350,no,yes
11351,yes,no
11352,yes,no
11353,yes,no
11354,yes,no
11355,no,yes
11357,no,yes
11360,yes,yes
11361,yes,no
11362,yes,yes
11363,yes,no
11364,yes,no
11365,yes,yes
11366,no,yes
11368,yes,no
11369,yes,yes
11372,no,yes
11373,yes,yes
11374,yes,yes
11375,yes,yes
11379,no,no
11380,no,yes
11381,yes,yes
11382,yes,yes
11385,yes,yes
11386,yes,yes
11387,yes,yes
11389,yes,no
11390,yes,no
11391,yes,no
11392,yes,yes
11393,yes,no
11394,yes,no
11395,yes,no
11396,no,yes
11397,yes,no
11398,yes,no
11399,yes,yes
11400,no,yes
11401,no,yes
11403,yes,no
11404,yes,yes
11405,no,yes
11409,no,yes
11411,yes,yes
11412,yes,yes
11413,yes,no
11414,yes,no
11415,no,yes
11416,no,yes
11417,yes,no
11418,yes,no
11419,yes,no
11420,no,yes
11421,yes,yes
11422,yes,no
11423,no,yes
11424,yes,no
11427,yes,no
11428,yes,yes
11429,yes,no
11433,no,yes
11434,yes,yes
11435,no,yes
11439,yes,no
11440,yes,no
11441,no,yes
11442,yes,no
11443,yes,no
11444,yes,yes
11445,no,yes
11448,yes,no
11449,yes,yes
11450,yes,yes
11462,yes,no
11463,yes,no
11464,yes,no
11465,yes,no
11466,yes,no
11467,yes,no
11468,yes,yes
11471,yes,yes
11479,yes,yes
11484,yes,yes
11485,yes,yes
11486,yes,yes
11490,yes,yes
11491,yes,no
11492,yes,yes
11493,yes,no
11494,yes,yes
11495,yes,no
11496,yes,yes
11497,no,yes
11498,yes,no
11499,yes,no
11500,yes,yes
11501,yes,no
11502,no,yes
11503,no,yes
11507,yes,no
11508,yes,yes
11509,no,yes
11510,yes,yes
11514,yes,yes
11516,no,yes
11520,yes,no
11522,yes,no
11526,yes,yes
11527,yes,no
11528,yes,no
11530,no,yes
11531,no,yes
11535,yes,no
11536,yes,yes
11537,yes,no
11538,no,yes
11539,no,yes
11540,no,yes
11541,yes,no
11542,yes,no
11543,yes,no
11547,yes,yes
11548,no,yes
11549,yes,no
11550,yes,no
11551,yes,no
11552,no,yes
11554,no,yes
11556,yes,no
11557,no,no
11558,yes,no
11559,yes,no
11560,yes,no
11561,yes,yes
11562,no,yes
11563,yes,yes
11564,yes,yes
11566,yes,no
11567,yes,no
11568,yes,yes
11569,yes,yes
11570,yes,yes
11572,yes,yes
11573,yes,no
11574,yes,yes
11575,yes,no
11576,yes,no
11579,yes,yes
11580,no,yes
11581,yes,yes
11582,yes,yes
11589,yes,yes
11590,no,yes
11591,yes,yes
11593,yes,no
11596,no,yes
11598,no,yes
11599,no,yes
11600,no,yes
11602,no,yes
11604,no,yes
11605,yes,yes
11606,no,yes
11610,yes,yes
11611,yes,no
11612,yes,yes
11613,yes,yes
11614,yes,no
11615,yes,yes
11617,yes,yes
11618,yes,yes
11622,yes,no
11623,yes,no
11624,yes,yes
11625,no,yes
11626,yes,yes
11627,yes,yes
11628,no,yes
11629,yes,yes
11630,yes,yes
11634,yes,yes
11635,yes,yes
11636,yes,yes
11642,no,yes
11646,yes,no
11647,yes,no
11648,yes,yes
11649,no,yes
11650,yes,yes
11651,yes,no
11652,no,yes
11653,yes,no
11654,no,yes
11655,no,no
11656,yes,no
11657,yes,no
11658,no,yes
11661,yes,no
11662,yes,yes
11664,yes,no
11665,yes,no
11666,yes,no
11667,no,yes
11670,yes,no
11671,yes,no
11672,no,no
11679,no,yes
11680,yes,no
11681,yes,no
11682,yes,no
11683,no,yes
11684,yes,no
11688,no,yes
11689,no,yes
11690,yes,yes
11691,yes,no
11692,yes,yes
11693,yes,yes
11694,yes,no
11695,yes,no
11696,yes,yes
11697,yes,yes
11698,yes,yes
11699,yes,yes
11700,yes,no
11701,yes,yes
11702,yes,no
11703,no,yes
11704,yes,no
11705,no,yes
11706,no,no
11707,yes,yes
11708,yes,yes
11709,yes,yes
11710,no,no
11711,no,no
11712,yes,yes
11713,yes,yes
11715,yes,no
11721,yes,no
11722,yes,yes
11723,yes,no
11724,yes,yes
11725,yes,no
11726,yes,no
11727,yes,no
11728,yes,no
11729,yes,no
11730,no,yes
11731,no,yes
11732,no,yes
11736,yes,yes
11737,yes,yes
11738,yes,yes
11739,no,yes
11741,no,yes
11742,yes,yes
11743,yes,yes
11744,yes,yes
11748,no,yes
11749,yes,yes
11750,yes,yes
11751,yes,no
11752,yes,yes
11753,yes,no
11754,yes,no
11755,yes,no
11756,yes,no
11758,yes,yes
11760,yes,no
11761,yes,no
11762,yes,no
11764,no,yes
11765,yes,no
11769,yes,no
11770,no,yes
11771,yes,yes
11772,yes,no
11773,yes,yes
11774,yes,yes
11778,no,yes
11779,yes,yes
11780,no,yes
11782,yes,yes
11789,yes,no
11790,yes,yes
11796,no,no
11797,yes,yes
11799,yes,yes
11800,yes,yes
11802,yes,no
11803,yes,no
11804,yes,no
11806,yes,yes
11807,yes,yes
11808,yes,no
11809,yes,no
11810,yes,yes
11820,yes,no
11821,yes,yes
11822,yes,yes
11823,no,no
11824,no,no
11825,no,no
11826,yes,no
11827,yes,no
11828,yes,no
11832,no,yes
11833,no,yes
11834,no,yes
11835,no,yes
11836,yes,yes
11837,yes,no
11842,yes,no
11843,yes,no
11846,yes,yes
11847,yes,no
11848,yes,no
11849,yes,no
11850,no,yes
11851,yes,no
11852,yes,no
11853,yes,yes
11854,no,yes
11855,yes,yes
11856,yes,no
11857,yes,no
11858,yes,no
11859,no,yes
11860,yes,yes
11861,yes,yes
11862,yes,yes
11863,no,yes
11864,no,yes
11868,yes,no
11869,yes,no
11870,yes,no
11871,yes,yes
11872,no,yes
11873,no,yes
11874,yes,yes
11875,no,yes
11876,no,yes
11877,yes,no
11878,no,yes
11879,no,no
11880,yes,no
11881,yes,no
11882,yes,no
11883,yes,no
11884,yes,no
11885,yes,no
11886,yes,yes
11887,yes,yes
11888,yes,no
11889,yes,no
11890,yes,yes
11891,yes,no
11892,yes,no
11893,no,yes
11894,yes,yes
11903,no,yes
11904,no,yes
11905,yes,no
11906,no,no
11907,yes,no
11908,yes,yes
11909,yes,yes
11910,yes,yes
11911,yes,yes
11912,yes,no
11916,yes,yes
11917,yes,yes
11918,yes,yes
11919,yes,no
11920,no,yes
11921,no,yes
11925,yes,yes
11926,no,yes
11931,yes,yes
11932,yes,yes
11933,yes,no
11934,yes,no
11936,yes,no
11938,yes,yes
11939,yes,no
11940,yes,yes
11941,yes,no
11942,yes,yes
11943,yes,yes
11944,yes,no
11945,yes,no
11946,yes,no
11947,yes,no
11948,yes,no
11949,yes,no
11950,yes,no
11951,yes,no
11952,yes,yes
11953,yes,no
11954,yes,yes
11955,yes,yes
11956,no,yes
11957,yes,yes
11958,yes,yes
11959,yes,yes
11960,yes,yes
11961,yes,yes
11962,no,yes
11963,yes,yes
11965,no,yes
11966,yes,yes
11967,yes,no
11968,no,yes
11969,yes,yes
11971,yes,no
11975,no,no
11976,no,yes
11982,yes,yes
11983,yes,no
11984,yes,no
11985,no,yes
11986,no,yes
11988,yes,no
11989,yes,no
11990,yes,no
11991,yes,yes
11992,no,yes
11993,no,no
11994,no,yes
11995,yes,yes
11996,yes,no
11999,no,yes
12000,yes,yes
12001,yes,yes
12002,no,yes
12003,yes,yes
12004,yes,no
12005,yes,yes
12006,no,no
12007,yes,yes
12008,no,yes
12009,yes,yes
12010,no,yes
12011,yes,yes
12012,yes,yes
12013,yes,yes
12014,no,yes
12015,yes,no
12016,yes,no
12017,yes,no
12018,yes,no
12020,yes,no
12024,no,yes
12025,yes,no
12026,yes,yes
12027,yes,yes
12028,yes,no
12029,yes,no
12030,yes,no
12031,yes,yes
12032,no,yes
12033,no,yes
12034,no,yes
12035,no,yes
12036,no,yes
12037,yes,yes
12038,yes,no
12039,yes,no
12040,yes,yes
12041,yes,yes
12042,no,yes
12043,yes,no
12048,yes,yes
12049,yes,no
12050,yes,no
12054,yes,yes
12055,yes,yes
12056,yes,no
12057,yes,yes
12058,yes,no
12059,yes,no
12060,yes,yes
12061,yes,no
12062,yes,yes
12063,yes,yes
12064,no,yes
12065,yes,no
12069,no,yes
12070,yes,yes
12072,no,yes
12073,no,yes
12074,yes,no
12075,yes,no
12076,no,yes
12077,yes,no
12079,yes,no
12080,yes,yes
12081,yes,no
12082,no,no
12083,yes,no
12084,yes,no
12086,yes,yes
12087,yes,yes
12088,yes,yes
12089,yes,no
12090,yes,no
12091,yes,yes
12092,no,yes
12100,yes,yes
12101,yes,yes
12102,yes,yes
12103,no,yes
12104,no,yes
12105,yes,no
12106,yes,no
12107,yes,yes
12108,yes,no
12109,no,no
12110,no,yes
12111,yes,no
12112,yes,yes
12113,yes,yes
12117,yes,no
12118,no,yes
12119,yes,yes
12120,no,yes
12121,yes,no
12122,yes,no
12123,yes,yes
12127,yes,yes
12128,yes,yes
12129,no,yes
12130,yes,no
12131,yes,no
12133,yes,yes
12135,yes,no
12136,yes,no
12137,yes,no
12138,yes,no
12139,yes,no
12140,yes,no
12141,yes,yes
12142,yes,no
12143,yes,no
12145,no,yes
12146,yes,no
12147,yes,no
12148,yes,yes
12149,yes,yes
12153,no,no
12154,no,yes
12155,yes,no
12159,no,yes
12160,no,yes
12161,yes,yes
12162,yes,no
12163,yes,no
12164,yes,no
12169,yes,no
12170,yes,no
12171,yes,yes
12172,no,yes
12173,no,no
12174,no,yes
12175,yes,yes
12176,yes,no
12177,no,yes
12178,yes,no
12179,yes,yes
12180,yes,yes
12183,yes,no
12184,yes,yes
12185,yes,no
12186,yes,yes
12187,no,yes
12188,yes,no
12192,yes,yes
12193,yes,yes
12197,yes,no
12202,no,no
12203,no,no
12210,no,no
12211,yes,no
12212,yes,no
12213,yes,no
12214,yes,no
12215,yes,no
12216,yes,yes
12217,yes,yes
12218,yes,yes
12219,yes,yes
12220,no,yes
12221,yes,yes
12222,no,yes
12223,no,yes
12224,no,yes
12225,no,yes
12226,no,yes
12227,yes,yes
12228,yes,yes
12229,yes,no
12230,yes,yes
12231,yes,no
12232,yes,no
12233,yes,yes
12234,yes,yes
12235,no,yes
12236,yes,yes
12243,yes,yes
12244,yes,yes
12249,yes,no
12250,yes,no
12251,no,yes
12255,yes,yes
12258,yes,no
12259,yes,no
12260,no,no
12261,no,yes
12262,yes,no
12263,yes,yes
12267,yes,yes
12268,yes,no
12269,yes,yes
12271,yes,yes
12272,yes,no
12273,yes,no
12274,yes,no
12275,no,yes
12277,yes,no
12278,no,yes
12279,yes,yes
12280,yes,yes
12281,yes,yes
12282,yes,yes
12283,yes,yes
12284,yes,no
12285,yes,yes
12286,yes,yes
12287,no,yes
12288,yes,yes
12289,no,yes
12290,yes,yes
12291,yes,yes
12293,yes,yes
12294,no,yes
12295,no,yes
12296,no,yes
12297,yes,no
12298,no,yes
12299,yes,no
12303,yes,yes
12304,yes,yes
12305,yes,no
12308,yes,no
12309,yes,yes
12311,no,yes
12315,yes,no
12316,yes,yes
12317,yes,no
12318,yes,yes
12319,no,yes
12320,yes,yes
12322,yes,no
12323,yes,no
12327,no,yes
12328,yes,yes
12329,no,yes
12339,yes,no
12340,no,no
12341,yes,no
12342,yes,no
12343,yes,no
12344,yes,no
12345,no,yes
12346,yes,no
12347,yes,no
12348,yes,no
12349,yes,yes
12350,yes,no
12351,yes,no
12352,yes,yes
12353,yes,yes
12354,yes,yes
12355,yes,no
12356,yes,yes
12357,yes,yes
12358,yes,no
12359,yes,yes
12362,yes,no
12363,yes,no
12364,yes,no
12365,yes,yes
12366,yes,no
12367,no,no
12372,no,yes
12373,yes,yes
12374,yes,no
12375,yes,no
12376,yes,no
12377,yes,no
12378,no,no
12379,yes,yes
12380,yes,yes
12381,no,yes
12384,yes,yes
12386,yes,yes
12387,yes,yes
12388,yes,yes
12389,no,yes
12390,no,no
12391,yes,yes
12392,no,yes
12396,yes,yes
12397,yes,yes
12405,no,no
12406,no,yes
12411,yes,no
12412,yes,no
12414,no,yes
12415,no,no
12416,yes,no
12420,yes,yes
12421,yes,no
12422,yes,yes
12426,no,no
12427,no,no
12430,no,yes
12431,no,yes
12432,yes,yes
12435,yes,yes
12436,no,yes
12438,yes,no
12439,yes,no
12440,yes,no
12441,yes,yes
12442,yes,yes
12443,yes,no
12444,yes,no
12445,yes,yes
12446,yes,no
12447,no,yes
12448,yes,yes
12449,no,yes
12453,yes,yes
12454,yes,yes
12455,yes,yes
12459,yes,no
12460,yes,yes
12461,yes,yes
12462,yes,yes
12464,yes,yes
12465,no,yes
12466,yes,no
12467,yes,yes
12468,no,yes
12469,yes,no
12470,yes,no
12471,yes,yes
12472,yes,no
12473,yes,yes
12474,no,yes
12475,no,yes
12476,yes,no
12477,yes,no
12478,yes,yes
12479,yes,yes
12480,yes,no
12481,yes,no
12482,yes,no
12484,no,yes
12485,no,yes
12489,yes,no
12490,yes,no
12491,yes,no
12494,yes,no
12495,yes,yes
12496,yes,yes
12497,no,yes
12498,yes,no
12500,yes,no
12507,no,yes
12508,yes,no
12509,no,yes
12513,yes,no
12514,yes,no
12516,yes,no
12517,yes,no
12518,no,yes
12519,yes,no
12520,yes,no
12521,yes,no
12522,yes,yes
12523,yes,no
12524,yes,no
12526,no,yes
12528,yes,yes
12529,yes,yes
12530,yes,yes
12534,yes,yes
12535,yes,no
12537,no,yes
12538,no,yes
12539,yes,yes
12540,yes,yes
12546,no,yes
12547,yes,no
12548,no,yes
12550,no,yes
12552,no,yes
12553,no,yes
12554,yes,yes
12555,no,yes
12556,no,yes
12557,no,yes
12558,no,yes
12559,yes,no
12560,yes,no
12561,yes,no
12562,yes,yes
12563,yes,no
12566,no,yes
12567,yes,yes
12568,yes,yes
12569,yes,yes
12570,yes,yes
12571,yes,no
12572,yes,yes
12573,yes,yes
12574,no,yes
12575,no,yes
12576,yes,yes
12577,no,yes
12578,yes,no
12579,yes,no
12580,yes,yes
12581,yes,yes
